date,1. open,2. high,3. low,4. close,5. volume
2019-09-12,16.23,18.46,16.2,16.4,8290874.0
2019-09-11,17.34,17.59,15.89,15.92,3590692.0
2019-09-10,16.06,17.34,15.97,17.09,3077421.0
2019-09-09,15.98,16.23,15.36,16.03,2311752.0
2019-09-06,15.56,16.18,15.14,15.88,2042503.0
2019-09-05,15.65,16.13,15.02,15.53,1394529.0
2019-09-04,15.11,15.59,14.8,15.42,1555729.0
2019-09-03,16.1,16.5,14.35,14.88,2508895.0
2019-08-30,15.3,15.75,15.2,15.73,1601551.0
2019-08-29,14.91,15.2,14.61,15.18,1684181.0
2019-08-28,14.51,15.04,14.38,14.82,1451650.0
2019-08-27,15.17,15.5,14.12,14.51,2720189.0
2019-08-26,14.01,15.38,14.0,14.97,3153425.0
2019-08-23,14.08,14.36,13.83,13.88,1501049.0
2019-08-22,14.37,14.43,14.04,14.16,1023419.0
2019-08-21,14.25,14.41,13.76,14.29,1417709.0
2019-08-20,13.87,14.65,13.6,14.15,3367012.0
2019-08-19,13.25,13.5,13.02,13.4,1955457.0
2019-08-16,12.85,13.24,12.79,13.16,1105105.0
2019-08-15,12.72,12.95,12.47,12.67,1162846.0
2019-08-14,13.08,13.22,12.5,12.74,1362976.0
2019-08-13,13.0,13.395,12.76,13.3,558994.0
2019-08-12,13.42,13.68,12.984,13.02,780306.0
2019-08-09,13.14,13.55,12.97,13.33,745194.0
2019-08-08,12.91,13.3,12.3,13.19,1500881.0
2019-08-07,12.26,14.5,11.54,12.85,3003267.0
2019-08-06,12.5,12.8675,11.9,12.29,2007725.0
2019-08-05,12.55,12.69,12.2,12.26,1038153.0
2019-08-02,13.0,13.0368,12.4,12.73,1180381.0
2019-08-01,13.2,13.4,12.71,13.01,1502334.0
2019-07-31,13.42,13.51,13.04,13.1,1087643.0
2019-07-30,13.61,13.76,13.29,13.4,929543.0
2019-07-29,14.17,14.33,13.56,13.69,1049628.0
2019-07-26,13.59,14.18,13.36,14.12,669060.0
2019-07-25,14.51,14.65,13.5,13.51,895579.0
2019-07-24,13.75,14.52,13.473,14.47,1167362.0
2019-07-23,14.06,14.13,13.12,13.6,2053347.0
2019-07-22,14.22,14.32,13.91,14.05,1058910.0
2019-07-19,14.29,14.4,14.01,14.11,1042632.0
2019-07-18,14.09,14.28,13.9,14.26,756865.0
2019-07-17,14.17,14.59,14.0,14.03,1202450.0
2019-07-16,14.32,14.475,14.0,14.14,1111014.0
2019-07-15,14.28,14.46,14.0,14.32,727620.0
2019-07-12,14.27,14.48,14.06,14.2,1084328.0
2019-07-11,14.56,14.7,14.12,14.44,1135170.0
2019-07-10,14.94,15.22,14.05,14.48,1770209.0
2019-07-09,14.31,14.85,14.15,14.85,739829.0
2019-07-08,14.89,14.9,14.14,14.29,938422.0
2019-07-05,15.47,15.47,14.83,14.96,970638.0
2019-07-03,14.5,15.33,14.4,15.31,954475.0
2019-07-02,14.71,14.71,14.0,14.4,1202267.0
2019-07-01,14.86,15.08,14.47,14.73,1135482.0
2019-06-28,14.41,14.64,14.11,14.64,1657027.0
2019-06-27,13.5,14.405,13.5,14.34,1724611.0
2019-06-26,13.92,14.18,13.65,13.7,1112795.0
2019-06-25,14.11,14.2499,13.65,13.77,1936251.0
2019-06-24,14.41,14.6906,14.02,14.04,1327256.0
2019-06-21,15.2,15.32,14.5,14.7,2115818.0
2019-06-20,15.85,15.935,14.86,15.18,1605381.0
2019-06-19,15.75,16.3025,15.37,15.5,2831087.0
2019-06-18,15.9,16.19,15.5784,15.74,1120185.0
2019-06-17,15.54,15.85,15.28,15.77,1220436.0
2019-06-14,16.25,16.675,15.32,15.4,2080053.0
2019-06-13,16.42,17.59,16.05,16.16,1607294.0
2019-06-12,16.11,16.36,15.62,16.3,2042477.0
2019-06-11,16.09,16.88,15.75,16.0,5614358.0
2019-06-10,17.85,17.99,15.67,15.67,2574686.0
2019-06-07,17.71,18.4,17.3,17.52,1892799.0
2019-06-06,17.83,18.921,17.61,17.94,6066383.0
2019-06-05,19.2,19.2,17.2,17.7,5046143.0
2019-06-04,19.76,20.74,19.23,19.47,1077687.0
2019-06-03,20.79,20.99,18.82,19.85,1031947.0
2019-05-31,21.16,21.38,20.74,20.78,443530.0
2019-05-30,21.84,21.9,21.05,21.49,361293.0
2019-05-29,21.71,21.898,21.16,21.7,490742.0
2019-05-28,22.3,22.46,21.44,21.54,616013.0
2019-05-24,21.56,22.0,21.41,21.83,743997.0
2019-05-23,21.75,21.94,21.01,21.38,739551.0
2019-05-22,22.65,22.7677,21.93,22.0,569589.0
2019-05-21,22.65,23.16,22.43,22.7,475913.0
2019-05-20,22.85,23.6,22.55,22.6,553004.0
2019-05-17,23.31,23.4291,21.68,23.08,1275232.0
2019-05-16,23.5,24.05,23.15,23.46,536569.0
2019-05-15,23.46,23.84,22.81,23.12,847323.0
2019-05-14,24.5,24.8899,23.57,23.59,473926.0
2019-05-13,24.46,24.77,23.225,24.43,491784.0
2019-05-10,23.04,24.93,22.8,24.92,536230.0
2019-05-09,23.5,24.0,22.75,23.26,523118.0
2019-05-08,23.7,26.0,23.53,23.54,1023854.0
2019-05-07,27.18,27.2555,24.16,24.55,1061288.0
2019-05-06,26.38,27.81,26.25,27.1,667204.0
2019-05-03,28.89,28.95,26.85,27.2,837921.0
2019-05-02,26.33,28.4897,26.19,28.34,1079697.0
2019-05-01,26.31,27.09,25.87,26.4,1121529.0
2019-04-30,25.28,26.03,25.0,26.03,620718.0
2019-04-29,26.28,27.2,24.9708,25.14,1057858.0
2019-04-26,25.83,27.3,25.69,26.26,593558.0
2019-04-25,25.76,26.72,25.43,25.74,603274.0
2019-04-24,24.8,25.76,24.29,25.76,702199.0
2019-04-23,23.73,24.9833,23.73,24.7,617759.0
2019-04-22,22.7,23.99,22.5105,23.63,494149.0
2019-04-18,23.47,23.55,22.43,22.51,736355.0
2019-04-17,24.0,24.12,22.3135,23.5,918561.0
2019-04-16,26.0,26.22,23.65,23.78,964841.0
2019-04-15,24.99,25.94,24.62,25.84,636494.0
2019-04-12,26.0,26.0512,24.27,24.61,708634.0
2019-04-11,26.82,26.9899,24.26,25.73,1030056.0
2019-04-10,26.9,27.74,26.5,26.8,639414.0
2019-04-09,27.3,28.4,26.3105,26.82,1051702.0
2019-04-08,25.9,29.79,25.6,27.23,2673297.0
2019-04-05,23.8,26.23,22.6648,25.96,1978459.0
2019-04-04,21.12,23.18,21.04,23.08,1705896.0
2019-04-03,19.92,21.67,19.81,21.33,909317.0
2019-04-02,20.68,20.68,19.54,19.7,546568.0
2019-04-01,20.54,20.915,20.04,20.59,547566.0
2019-03-29,19.87,20.8,19.47,20.35,660854.0
2019-03-28,19.3,19.7398,19.0001,19.66,453586.0
2019-03-27,20.08,20.08,18.89,19.27,602641.0
2019-03-26,19.61,19.94,19.24,19.9,393884.0
2019-03-25,19.0,19.59,18.21,19.4,671669.0
2019-03-22,19.38,19.7,18.75,19.0,579495.0
2019-03-21,20.0,20.25,19.21,19.34,860506.0
2019-03-20,20.41,20.98,19.9,20.0,985298.0
2019-03-19,22.47,22.6,20.18,20.35,976101.0
2019-03-18,21.74,22.22,21.22,22.18,1245672.0
2019-03-15,20.99,22.19,20.89,21.82,2686871.0
2019-03-14,19.92,21.0,19.92,20.82,883581.0
2019-03-13,19.3,20.255,19.23,19.97,756588.0
2019-03-12,20.52,20.89,19.12,19.26,1627932.0
2019-03-11,20.99,20.99,19.97,20.43,915642.0
2019-03-08,20.37,21.08,19.9,20.93,631133.0
2019-03-07,20.42,21.155,19.6115,20.59,1018084.0
2019-03-06,21.4,22.05,20.0604,20.65,1061369.0
2019-03-05,21.18,21.49,20.29,21.37,1086443.0
2019-03-04,22.47,22.8,20.52,21.12,1134144.0
2019-03-01,23.09,23.39,21.64,22.27,867388.0
2019-02-28,22.45,23.03,22.05,22.6,511289.0
2019-02-27,23.37,23.83,21.53,22.1,1553011.0
2019-02-26,21.6,24.4,21.56,23.7,2522800.0
2019-02-25,20.54,22.3,19.83,21.65,1917872.0
2019-02-22,19.35,20.04,19.35,19.88,567612.0
2019-02-21,19.74,19.98,18.88,19.34,822625.0
2019-02-20,21.12,21.2399,19.13,19.92,1160160.0
2019-02-19,21.51,21.513,20.05,20.83,1204705.0
2019-02-15,19.94,21.4674,19.7,21.44,2087409.0
2019-02-14,18.64,19.96,18.63,19.66,1091396.0
2019-02-13,18.99,19.22,18.3,18.53,1333533.0
2019-02-12,18.21,18.76,17.6,18.69,753128.0
2019-02-11,17.99,18.6462,17.7507,18.17,597966.0
2019-02-08,17.1,18.15,17.1,17.99,685755.0
2019-02-07,17.95,18.0679,17.04,17.05,527579.0
2019-02-06,17.25,18.39,17.1101,18.14,1016165.0
2019-02-05,16.29,17.49,16.2075,17.18,652724.0
2019-02-04,16.22,16.49,15.95,16.27,297821.0
2019-02-01,16.8,17.0075,15.9,16.22,617271.0
2019-01-31,15.24,17.48,15.24,16.6,2259191.0
2019-01-30,14.72,15.545,14.65,15.13,758899.0
2019-01-29,14.46,14.875,14.45,14.63,592755.0
2019-01-28,14.84,14.84,14.45,14.45,656524.0
2019-01-25,14.8,14.92,14.4,14.91,942270.0
2019-01-24,14.9,15.195,14.64,14.64,452909.0
2019-01-23,15.59,15.92,14.76,14.79,652602.0
2019-01-22,16.62,16.6345,15.35,15.56,637008.0
2019-01-18,16.46,16.8,16.25,16.69,629965.0
2019-01-17,16.05,16.53,16.05,16.31,315678.0
2019-01-16,16.8,16.95,16.26,16.26,272804.0
2019-01-15,17.0,17.0,16.41,16.59,468080.0
2019-01-14,17.0,17.06,16.72,16.74,612922.0
2019-01-11,16.6,17.06,16.53,17.0,580570.0
2019-01-10,16.36,16.51,16.0,16.48,487284.0
2019-01-09,17.2,17.25,16.15,16.33,1187350.0
2019-01-08,17.35,17.468,16.05,16.95,1892977.0
2019-01-07,17.54,17.94,16.18,16.27,1585442.0
2019-01-04,16.0,17.5,15.8944,16.96,1652033.0
2019-01-03,15.49,16.08,15.2,15.5,1588921.0
2019-01-02,14.93,15.45,14.51,15.33,2318094.0
2018-12-31,14.24,15.3,14.2129,15.27,994726.0
2018-12-28,14.72,14.85,13.8184,14.15,929098.0
2018-12-27,13.49,14.95,13.27,14.65,1769545.0
2018-12-26,14.15,14.31,13.03,13.52,1817977.0
2018-12-24,14.32,14.32,13.75,14.03,665427.0
2018-12-21,15.4,15.5,13.95,14.47,2063235.0
2018-12-20,16.0,16.14,14.75,15.5,2365203.0
2018-12-19,16.86,17.37,16.0,16.18,941528.0
2018-12-18,17.1,17.25,16.25,17.0,1621904.0
2018-12-17,18.33,18.47,16.9,17.0,1581242.0
2018-12-14,18.75,18.8806,18.25,18.32,746412.0
2018-12-13,19.25,19.29,18.68,18.76,1608629.0
2018-12-12,18.55,19.48,18.02,18.68,2590873.0
2018-12-11,20.55,20.66,17.99,18.01,3435271.0
2018-12-10,18.9,19.4388,18.0,18.8,4233345.0
2018-12-07,22.0,22.75,18.51,18.6,12995569.0
